,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
431,c-12,c-6,c-3,1833,DL,BNA,ATL,214,N
432,c-1,c-12,c-4,1550,EV,ATL,HSV,151,N
433,c-11,c-29,c-2,1559,OO,SLC,PHX,507,N
434,c-11,c-9,c-4,1317,OO,CLD,LAX,86,Y
435,c-2,c-25,c-6,1530,OH,BWI,BOS,370,Y
436,c-4,c-2,c-6,1834,AS,RNO,SEA,564,N
437,c-7,c-22,c-5,630,OO,FAT,SFO,158,N
438,c-3,c-14,c-2,900,NW,ORF,DTW,529,N
439,c-7,c-22,c-6,621,EV,MSN,ATL,707,N
440,c-2,c-2,c-4,1644,DL,ATL,IAD,533,N
441,c-5,c-12,c-5,1937,UA,PHL,ORD,678,Y
442,c-6,c-17,c-6,1645,AA,BDL,ORD,783,N
443,c-1,c-24,c-1,1815,WN,MCI,LAS,1140,N
444,c-6,c-15,c-3,1330,OH,CVG,ORF,485,N
445,c-1,c-4,c-3,1711,AA,ORD,STL,258,Y
446,c-3,c-3,c-4,1312,CO,FLL,CLE,1062,N
447,c-7,c-31,c-7,956,F9,PHX,DEN,602,N
448,c-2,c-28,c-2,1031,F9,DEN,IAH,861,N
449,c-7,c-16,c-6,632,AA,CLT,MIA,650,N
450,c-8,c-10,c-4,644,NW,GRR,DTW,120,N
451,c-2,c-22,c-2,1409,OO,MRY,SFO,77,N
452,c-7,c-29,c-5,812,AA,LAX,ORD,1745,N
453,c-8,c-18,c-4,943,AA,DFW,SAT,247,N
454,c-5,c-8,c-1,602,EV,CAE,CVG,404,N
455,c-9,c-8,c-4,1950,WN,LAS,LAX,236,N
456,c-6,c-4,c-7,738,WN,LAX,TUS,451,N
457,c-1,c-7,c-5,1712,UA,SFO,IAD,2419,Y
458,c-3,c-26,c-6,917,NW,DCA,DTW,405,N
459,c-11,c-26,c-6,2152,UA,ORD,LAX,1745,N
460,c-11,c-18,c-6,1602,WN,LAS,SLC,368,N
461,c-10,c-12,c-4,1619,US,PHX,SLC,507,N
462,c-3,c-9,c-3,1643,UA,IAD,DEN,1452,N
463,c-8,c-29,c-1,750,WN,OAK,SEA,671,N
464,c-4,c-20,c-3,1750,OH,JFK,JAX,829,N
465,c-9,c-26,c-1,1910,WN,PVD,BWI,328,Y
466,c-9,c-4,c-1,2025,WN,SAN,PHX,304,N
467,c-12,c-13,c-2,1737,XE,BNA,CLE,448,N
468,c-2,c-15,c-3,1425,US,PHX,SMF,647,Y
469,c-9,c-6,c-2,1705,WN,ISP,FLL,1093,N
470,c-2,c-3,c-5,1727,DL,ATL,DCA,547,N
471,c-10,c-11,c-2,700,OH,EVV,CVG,170,N
472,c-2,c-15,c-2,1318,MQ,DFW,MEM,432,N
473,c-12,c-4,c-1,1911,AA,DTW,DFW,987,N
474,c-3,c-13,c-1,1915,WN,MHT,PHL,290,Y
475,c-7,c-25,c-1,1813,UA,ORD,DCA,612,Y
476,c-2,c-3,c-4,2217,UA,LAX,EWR,2454,N
477,c-12,c-23,c-5,1908,UA,IAD,LAX,2288,N
478,c-11,c-15,c-2,1125,UA,DEN,LAS,629,N
479,c-5,c-15,c-1,605,YV,SAT,PHX,843,N
480,c-3,c-19,c-7,1530,WN,PDX,PHX,1009,Y
481,c-7,c-4,c-1,755,CO,SEA,EWR,2401,N
482,c-11,c-11,c-5,855,WN,SEA,RNO,564,N
483,c-5,c-2,c-1,950,DL,ATL,VPS,264,N
484,c-1,c-5,c-4,908,AA,MCI,ORD,403,N
485,c-4,c-10,c-1,1445,AA,HNL,LAX,2556,N
486,c-10,c-28,c-5,1755,MQ,DFW,SHV,190,N
487,c-10,c-9,c-7,455,OO,PSC,SEA,172,N
488,c-4,c-9,c-6,1709,HP,CMH,PHX,1671,N
489,c-3,c-29,c-2,1502,UA,DEN,PHX,602,N
490,c-5,c-9,c-1,2043,HP,LAS,SFO,414,Y
491,c-8,c-6,c-7,1831,XE,IAH,ABQ,744,Y
492,c-7,c-31,c-1,1025,YV,ONT,LAS,197,N
493,c-4,c-9,c-7,1938,WN,LAX,LAS,236,Y
494,c-11,c-17,c-5,1142,WN,CLE,BNA,448,N
495,c-1,c-2,c-1,2204,US,DTW,LAS,1750,Y
496,c-10,c-4,c-3,1815,XE,MDW,CLE,307,Y
497,c-5,c-14,c-7,910,OH,BNA,CVG,230,N
498,c-5,c-15,c-7,1245,AA,DFW,JFK,1391,N
499,c-3,c-27,c-7,533,FL,FLL,ATL,581,N
500,c-8,c-22,c-2,1524,NW,TPA,DTW,983,N
501,c-11,c-27,c-1,638,FL,DFW,MDW,797,N
502,c-11,c-8,c-3,36,AA,LAX,DFW,1235,N
503,c-3,c-1,c-2,635,NW,DTW,TPA,983,N
504,c-12,c-10,c-6,1122,HP,PHX,SEA,1107,N
505,c-4,c-11,c-1,717,UA,LAX,JFK,2475,N
506,c-9,c-1,c-4,1031,AA,LGA,MIA,1097,N
507,c-8,c-27,c-7,931,AA,DEN,DFW,641,N
508,c-6,c-1,c-4,1400,OH,CVG,IAH,871,N
509,c-1,c-19,c-4,1417,WN,MCO,BWI,787,N
510,c-5,c-31,c-2,1350,US,TPA,DCA,814,N
511,c-7,c-5,c-2,1102,AA,ORD,STL,258,Y
512,c-8,c-10,c-3,1600,AA,LGA,MIA,1097,N
513,c-6,c-6,c-2,930,EV,ATL,EVV,350,N
514,c-7,c-17,c-1,845,CO,IAH,LGA,1416,N
515,c-10,c-21,c-6,1815,MQ,BOS,JFK,187,N
516,c-1,c-18,c-3,851,NW,MEM,LAX,1619,Y
517,c-7,c-18,c-1,955,WN,BWI,SAN,2295,N
518,c-8,c-17,c-4,1507,OO,SLC,RNO,422,N
519,c-4,c-6,c-3,1144,HP,LAS,SAN,258,N
520,c-1,c-11,c-3,827,WN,HOU,SAT,192,N
521,c-2,c-23,c-4,1020,NW,MSP,BWI,936,N
522,c-3,c-28,c-2,1125,OO,SLC,EUG,619,N
523,c-8,c-3,c-4,1721,MQ,SNA,SJC,342,N
524,c-6,c-23,c-4,1752,MQ,DFW,ICT,328,N
525,c-2,c-5,c-6,1040,MQ,BWI,BOS,370,N
526,c-6,c-11,c-7,951,DL,SLC,MCO,1929,N
527,c-10,c-25,c-3,2034,WN,DAL,HOU,239,Y
528,c-5,c-9,c-2,527,AQ,HNL,KOA,163,N
529,c-10,c-16,c-7,1928,OH,CVG,GSP,317,Y
530,c-8,c-28,c-1,711,WN,HOU,LAS,1235,N
531,c-6,c-5,c-1,1720,EV,MEI,ATL,267,N
532,c-1,c-1,c-7,1020,WN,MHT,MDW,838,Y
533,c-10,c-12,c-4,1959,WN,MDW,MCI,405,N
534,c-2,c-14,c-1,1704,US,RIC,PHL,198,N
535,c-6,c-14,c-3,1719,EV,SLC,MKE,1246,N
536,c-3,c-16,c-3,1635,WN,MDW,SDF,271,N
537,c-8,c-20,c-6,700,WN,BWI,MHT,377,N
538,c-2,c-1,c-3,1549,UA,ORD,TPA,1012,N
539,c-12,c-13,c-2,1257,XE,PHL,CLE,363,N
540,c-7,c-31,c-1,1927,WN,DAL,HOU,239,N
541,c-12,c-4,c-1,1734,NW,CMH,DTW,155,Y
542,c-7,c-31,c-1,1550,OH,LEX,CVG,70,Y
543,c-3,c-9,c-4,1512,EV,ATL,GRR,640,N
544,c-10,c-21,c-5,1120,WN,SJC,RNO,188,N
545,c-8,c-12,c-6,1120,WN,SAN,LAS,258,N
546,c-8,c-8,c-1,930,WN,FLL,PHL,992,N
547,c-4,c-14,c-4,1528,DH,IAD,GSP,383,N
548,c-11,c-6,c-7,950,AA,LAS,SJC,386,N
549,c-11,c-27,c-7,1248,UA,LAX,PHX,370,N
550,c-10,c-19,c-3,1610,NW,SGF,MEM,243,N
551,c-12,c-10,c-7,1726,OH,DSM,CVG,505,N
552,c-2,c-26,c-6,804,MQ,DFW,DSM,624,N
553,c-6,c-4,c-6,1600,OO,SLC,ABQ,493,N
554,c-11,c-6,c-1,1355,WN,PVD,PHX,2277,N
555,c-3,c-8,c-2,1916,US,MCO,PHL,861,Y
556,c-12,c-2,c-6,910,OH,BUF,CVG,410,Y
557,c-12,c-30,c-6,1433,NW,IND,FLL,1005,N
558,c-8,c-25,c-4,1252,AA,DFW,MCI,460,N
559,c-9,c-27,c-3,958,DL,SLC,BWI,1864,N
560,c-7,c-12,c-3,1029,UA,LAX,IAD,2288,N
561,c-5,c-26,c-4,1545,EV,ATL,ISO,406,N
562,c-1,c-5,c-4,2147,UA,IAD,MCO,758,N
563,c-12,c-25,c-1,1714,AA,EWR,LAX,2454,N
564,c-10,c-20,c-5,626,OH,BHM,LGA,866,N
565,c-5,c-10,c-2,1115,OH,IND,CVG,98,N
566,c-8,c-24,c-4,559,CO,SAT,IAH,191,N
567,c-5,c-21,c-7,1550,OH,BOS,ORF,468,N
568,c-9,c-24,c-6,926,DL,PDX,SLC,630,N
569,c-2,c-22,c-2,1303,MQ,JAN,DFW,408,N
570,c-4,c-25,c-2,1420,EV,OKC,SLC,866,N
571,c-2,c-7,c-1,1535,WN,LBB,DAL,293,N
572,c-9,c-8,c-4,1027,AA,EWR,ORD,719,N
573,c-10,c-4,c-3,1951,NW,DTW,MCI,629,Y
574,c-7,c-14,c-5,1533,NW,DTW,SAT,1215,N
575,c-9,c-28,c-4,1118,WN,RSW,BWI,919,N
576,c-4,c-23,c-7,949,US,CLT,MIA,650,N
577,c-1,c-8,c-6,1254,DL,LGA,ATL,761,N
578,c-10,c-28,c-5,631,MQ,MOB,DFW,540,N
579,c-7,c-11,c-2,1557,UA,DEN,MCI,533,N
580,c-9,c-4,c-1,1941,CO,MCO,EWR,938,N
581,c-2,c-20,c-7,2200,WN,SMF,LAX,373,N
582,c-2,c-11,c-6,845,WN,LAX,BWI,2329,N
583,c-8,c-11,c-4,1602,DL,ATL,CLE,554,N
584,c-5,c-31,c-2,856,CO,CLE,MCO,895,N
585,c-5,c-26,c-4,1309,XE,PBI,CLE,1020,N
586,c-8,c-14,c-7,1440,XE,MEM,EWR,946,Y
587,c-3,c-4,c-5,2258,US,CLT,MCO,468,N
588,c-6,c-7,c-2,1606,US,CLT,PHL,448,N
589,c-9,c-14,c-3,1730,OH,CVG,CAK,214,N
590,c-8,c-16,c-3,645,UA,LAS,DEN,629,N
591,c-3,c-19,c-6,2010,OH,JFK,GSO,459,N
592,c-10,c-27,c-4,1821,NW,OMA,MSP,282,N
593,c-11,c-8,c-2,900,WN,LAX,PHX,370,N
594,c-12,c-15,c-5,2105,AA,DFW,MCO,984,N
595,c-11,c-11,c-5,1539,XE,IAH,MSP,1034,N
596,c-11,c-12,c-7,1435,US,SJU,IAD,1571,N
597,c-11,c-2,c-4,954,AA,LGA,ORD,733,N
598,c-2,c-20,c-1,1143,OO,SFO,RDD,199,N
599,c-11,c-22,c-3,1404,NW,MSP,SAT,1097,N
600,c-8,c-3,c-4,925,AA,DTW,DFW,987,Y
601,c-8,c-4,c-4,1200,MQ,DSM,ORD,299,Y
602,c-2,c-11,c-6,815,OH,CVG,BHM,396,N
603,c-3,c-15,c-3,1754,XE,MCI,IAH,643,N
604,c-2,c-3,c-4,1738,EV,TPA,GSP,478,Y
605,c-3,c-11,c-5,1857,US,RSW,DCA,892,Y
606,c-6,c-20,c-2,1526,NW,MSP,MDW,349,N
607,c-5,c-10,c-2,742,HP,MSY,PHX,1301,N
608,c-12,c-14,c-4,1803,WN,LAX,RNO,390,N
609,c-4,c-13,c-3,608,OO,FAT,DEN,844,N
610,c-11,c-21,c-2,1446,WN,SJC,SAN,417,N
611,c-9,c-28,c-4,2057,AA,MIA,PHL,1013,N
612,c-5,c-3,c-3,916,NW,DTW,MYR,636,N
613,c-11,c-12,c-7,1409,WN,MDW,BUF,468,N
614,c-8,c-14,c-1,1903,CO,IAH,BOS,1597,N
615,c-12,c-12,c-1,1225,CO,PHL,IAH,1324,N
616,c-6,c-16,c-4,1824,AA,ORD,LGA,733,Y
617,c-9,c-24,c-7,1349,WN,PHL,RDU,336,N
618,c-8,c-27,c-7,1335,EV,ISO,ATL,406,Y
619,c-8,c-1,c-2,559,DL,LAX,ATL,1946,N
620,c-9,c-10,c-6,1728,DL,JFK,FLL,1069,N
621,c-12,c-7,c-3,831,NW,STL,DTW,440,N
622,c-8,c-12,c-5,1844,OO,DSM,ORD,299,N
623,c-12,c-14,c-3,1112,DL,SLC,LAX,590,N
624,c-11,c-21,c-2,1320,UA,DEN,LGA,1619,Y
625,c-6,c-11,c-7,1747,AA,DFW,BNA,631,Y
626,c-9,c-10,c-6,1627,AA,MCO,SJU,1189,N
627,c-7,c-23,c-7,1507,XE,OKC,IAH,395,N
628,c-5,c-2,c-2,1440,OH,CVG,FSD,701,N
629,c-8,c-12,c-6,813,WN,LAS,SAN,258,N
630,c-1,c-14,c-5,1208,MQ,GRK,DFW,134,Y
631,c-11,c-30,c-3,728,MQ,LGA,DTW,501,N
632,c-3,c-21,c-1,2019,EV,AVP,ATL,714,N
633,c-5,c-3,c-2,951,TZ,MDW,RSW,1105,N
634,c-11,c-4,c-5,816,HP,PDX,PHX,1009,N
635,c-3,c-20,c-7,710,WN,MDW,TPA,997,N
636,c-10,c-18,c-2,600,AS,SEA,ANC,1449,N
637,c-10,c-22,c-7,2338,DL,ATL,TPA,406,Y
638,c-2,c-12,c-6,935,HP,SJC,LAS,386,N
639,c-10,c-4,c-2,1600,OH,BNA,CVG,230,N
640,c-8,c-8,c-2,1402,UA,LAX,ORD,1745,N
641,c-3,c-26,c-6,555,AA,AUS,DFW,190,N
642,c-4,c-18,c-1,623,CO,EWR,BOS,200,N
643,c-6,c-6,c-2,850,NW,SEA,HNL,2677,N
644,c-7,c-24,c-7,2048,FL,ATL,ROC,749,Y
645,c-12,c-18,c-1,1345,AA,LGA,DFW,1389,N
646,c-9,c-11,c-1,1334,CO,ABQ,IAH,744,N
647,c-11,c-18,c-5,905,WN,BHM,TPA,460,N
648,c-11,c-1,c-3,1439,NW,GRB,MSP,252,N
649,c-8,c-16,c-3,1250,YV,CLT,BWI,361,N
650,c-6,c-9,c-4,1644,DH,IAD,CHS,441,N
651,c-12,c-9,c-5,1746,AS,LAS,SEA,866,Y
652,c-9,c-3,c-7,1015,OH,SAT,ATL,874,N
653,c-6,c-4,c-6,801,OO,SBA,DEN,916,N
654,c-3,c-4,c-5,1504,NW,DTW,ORD,235,N
655,c-2,c-9,c-3,2127,DL,SRQ,ATL,445,Y
656,c-4,c-3,c-1,1306,AA,FLL,DFW,1119,N
657,c-1,c-3,c-2,1028,NW,MSP,ORD,334,Y
658,c-9,c-10,c-7,2239,US,SFO,CLT,2296,N
659,c-10,c-8,c-7,1117,NW,MSP,PHX,1276,N
660,c-12,c-7,c-3,545,OH,SAV,LGA,722,N
661,c-1,c-6,c-5,705,WN,DEN,LAS,629,N
662,c-9,c-8,c-5,757,DL,ATL,TPA,406,N
663,c-5,c-14,c-7,2131,US,CLT,MHT,737,N
664,c-1,c-30,c-1,1307,NW,LAS,MKE,1524,N
665,c-11,c-6,c-1,1845,OH,PHL,CVG,507,N
666,c-8,c-19,c-6,917,WN,MDW,ISP,765,N
667,c-6,c-24,c-5,905,WN,AMA,DAL,324,N
668,c-10,c-6,c-4,751,FL,CAK,LGA,396,N
669,c-11,c-6,c-7,816,UA,TUS,PHX,110,N
670,c-4,c-10,c-1,1930,WN,DAL,HOU,239,N
671,c-1,c-11,c-3,2006,OH,JFK,CLT,541,Y
672,c-1,c-10,c-2,1621,NW,MSP,GRR,408,N
673,c-4,c-8,c-5,1159,NW,MSN,MSP,228,N
674,c-3,c-29,c-2,1446,MQ,JFK,BOS,187,Y
675,c-3,c-13,c-7,2112,AA,DFW,FLL,1119,Y
676,c-11,c-22,c-2,1241,AA,PHL,ORD,678,Y
677,c-10,c-18,c-2,1500,WN,HOU,AUS,148,N
678,c-7,c-19,c-3,1105,XE,OKC,IAH,395,N
679,c-3,c-7,c-1,920,UA,IAD,FLL,901,Y
680,c-1,c-22,c-7,1511,B6,EWR,TPA,998,N
681,c-7,c-15,c-6,1557,DL,ABQ,ATL,1269,N
682,c-3,c-14,c-1,915,OH,CVG,LAN,258,N
683,c-5,c-4,c-3,2207,EV,ATL,GSP,153,N
684,c-8,c-3,c-3,1330,MQ,ORD,HPN,738,N
685,c-1,c-4,c-3,2141,EV,ATL,FAY,331,N
686,c-6,c-5,c-7,1220,WN,BWI,PVD,328,N
687,c-2,c-20,c-7,1052,EV,MYR,ATL,317,N
688,c-3,c-10,c-5,1144,DL,ATL,LAX,1946,N
689,c-9,c-1,c-4,2000,EV,STL,ATL,483,N
690,c-8,c-1,c-2,1800,WN,LAS,LAX,236,Y
691,c-1,c-30,c-1,745,UA,SFO,DEN,967,N
692,c-12,c-29,c-5,2108,YV,FLG,PHX,119,Y
693,c-4,c-27,c-4,1255,OH,DCA,BOS,399,N
694,c-11,c-7,c-1,1135,WN,HOU,MAF,441,N
695,c-3,c-23,c-4,1005,WN,JAX,BHM,365,N
696,c-3,c-22,c-2,2029,MQ,LGA,BUF,292,N
697,c-7,c-6,c-3,659,CO,BTR,IAH,253,N
698,c-2,c-27,c-1,2302,DL,ATL,PHL,665,Y
699,c-7,c-12,c-3,616,OO,COS,SFO,963,N
700,c-3,c-4,c-6,1904,YV,CLE,IAD,288,N
701,c-6,c-18,c-7,1252,AA,FLL,LGA,1076,N
702,c-10,c-13,c-4,2229,CO,PHX,EWR,2133,N
703,c-4,c-24,c-1,1850,MQ,DFW,CAE,922,N
704,c-9,c-24,c-6,1130,EV,ATL,LWB,369,N
705,c-10,c-12,c-4,1835,US,PHL,BOS,280,N
706,c-12,c-27,c-2,600,DL,CLT,ATL,227,N
707,c-4,c-14,c-5,1836,AA,HNL,DFW,3784,N
708,c-8,c-12,c-6,1059,US,DEN,PHL,1557,N
709,c-4,c-26,c-2,1554,XE,MCI,IAH,643,N
710,c-9,c-28,c-4,957,B6,FLL,LGA,1076,N
711,c-5,c-12,c-4,807,DL,EWR,ATL,745,N
712,c-3,c-2,c-4,1500,DL,FLL,ATL,581,Y
713,c-1,c-29,c-6,1750,OH,DAB,CVG,711,Y
714,c-6,c-11,c-6,1133,US,RDU,PHL,336,N
715,c-6,c-11,c-7,1804,FL,ATL,IAD,533,N
716,c-7,c-24,c-1,1345,MQ,RDU,DCA,227,Y
717,c-2,c-21,c-2,2035,EV,ATL,FLO,273,N
718,c-7,c-12,c-2,1540,WN,PHX,PVD,2277,N
719,c-6,c-25,c-6,2011,UA,DEN,PDX,992,N
720,c-12,c-13,c-2,605,UA,OAK,ORD,1835,N
721,c-5,c-22,c-1,1543,DL,ATL,LGA,761,N
722,c-8,c-23,c-3,1214,CO,CLE,IAH,1091,Y
723,c-3,c-23,c-3,655,WN,SJC,LAX,308,N
724,c-8,c-9,c-2,1933,AA,ORD,MIA,1197,N
725,c-12,c-13,c-3,658,CO,SAN,IAH,1303,N
726,c-4,c-24,c-1,1802,US,BWI,PHL,90,N
727,c-1,c-10,c-2,1201,US,LAS,RNO,345,N
728,c-5,c-29,c-1,1648,OH,MCO,ROC,1033,N
729,c-1,c-17,c-1,1549,OO,LAX,CLD,86,N
730,c-2,c-26,c-6,1910,UA,ORD,FLL,1182,N
731,c-7,c-4,c-2,1809,US,PHL,IND,587,N
732,c-9,c-28,c-4,654,NW,GRR,MSP,408,N
733,c-8,c-25,c-4,1244,WN,MDW,OMA,423,N
734,c-3,c-24,c-5,1345,MQ,SAN,SJC,417,N
735,c-6,c-30,c-4,1021,NW,LAX,DTW,1979,N
736,c-8,c-18,c-5,821,WN,MCI,BWI,967,N
737,c-2,c-11,c-5,2055,US,TPA,PHL,920,N
738,c-5,c-1,c-1,1650,XE,BTR,IAH,253,N
739,c-5,c-21,c-6,1217,OO,SLC,LAX,590,N
740,c-8,c-31,c-4,1405,WN,DAL,HOU,239,N
741,c-1,c-20,c-4,1214,US,CLT,BOS,728,N
742,c-7,c-22,c-6,1647,DL,CVG,SLC,1449,N
743,c-10,c-23,c-7,1023,DL,ATL,BHM,134,N
744,c-9,c-19,c-2,908,MQ,AMA,DFW,313,N
745,c-2,c-24,c-5,1138,B6,FLL,BOS,1237,N
746,c-6,c-29,c-4,1005,EV,ATL,DSM,743,N
747,c-5,c-19,c-4,1151,NW,MSP,ANC,2518,N
748,c-12,c-11,c-1,1907,AA,DCA,DFW,1192,N
749,c-7,c-24,c-1,1901,UA,DEN,MSY,1062,N
750,c-10,c-3,c-2,1718,WN,FLL,HOU,957,N
751,c-12,c-18,c-1,633,WN,SEA,LAS,866,N
752,c-8,c-6,c-6,1233,AA,LAX,DFW,1235,N
753,c-9,c-15,c-5,1612,YV,ORD,PIT,412,N
754,c-11,c-23,c-3,750,WN,PHX,SMF,647,N
755,c-1,c-27,c-4,2110,OH,CMH,CVG,116,N
756,c-6,c-23,c-4,715,WN,TPA,JAX,180,N
757,c-2,c-27,c-1,1446,XE,RDU,IAH,1043,N
758,c-10,c-14,c-6,1708,OH,PHL,CVG,507,N
759,c-9,c-30,c-5,549,MQ,ABI,DFW,158,N
760,c-10,c-23,c-1,1923,OO,SLC,RAP,508,N
761,c-12,c-14,c-3,827,MQ,BTR,DFW,383,N
762,c-5,c-8,c-7,1120,WN,PDX,OAK,543,N
763,c-7,c-4,c-1,2038,AA,DFW,PDX,1616,N
764,c-11,c-12,c-7,822,WN,SMF,SAN,480,N
765,c-5,c-25,c-3,659,US,DCA,ORD,612,N
766,c-6,c-30,c-4,1456,NW,DTW,PWM,668,Y
767,c-2,c-28,c-1,1144,NW,BNA,MEM,200,N
768,c-7,c-2,c-6,1207,US,SJU,BOS,1674,N
769,c-12,c-9,c-6,1604,NW,BOS,DTW,632,N
770,c-8,c-20,c-7,1545,WN,GEG,SEA,224,Y
771,c-1,c-24,c-1,2154,FL,BWI,DAY,406,Y
772,c-7,c-29,c-6,1933,NW,MEM,GPT,324,N
773,c-6,c-11,c-7,1255,AA,DFW,ORF,1213,N
774,c-1,c-16,c-1,2127,NW,DTW,IND,231,Y
775,c-10,c-4,c-2,1845,DL,SFO,HNL,2398,Y
776,c-9,c-28,c-4,1806,YV,PHX,OMA,1037,N
777,c-5,c-10,c-3,810,WN,BHM,MDW,570,Y
778,c-11,c-14,c-2,1648,XE,IAH,TYS,772,N
779,c-5,c-15,c-1,713,US,MYR,CLT,156,N
780,c-2,c-20,c-7,2159,UA,SEA,ANC,1449,Y
781,c-4,c-24,c-1,826,US,RSW,CLT,600,N
782,c-4,c-11,c-1,851,US,BOS,LGA,185,N
783,c-7,c-27,c-3,630,WN,BNA,BWI,588,N
784,c-5,c-6,c-6,958,CO,IAH,SAN,1303,Y
785,c-3,c-12,c-7,604,OO,RNO,SFO,192,N
786,c-11,c-30,c-3,1656,XE,CLE,IND,261,N
787,c-2,c-9,c-3,1706,AS,BUR,SEA,937,N
788,c-9,c-29,c-4,1032,MQ,AMA,DFW,313,N
789,c-2,c-4,c-5,1959,OO,MRY,LAX,267,N
790,c-4,c-1,c-5,1445,XE,CLT,IAH,913,N
791,c-10,c-22,c-6,850,OH,CVG,SRQ,812,N
792,c-11,c-7,c-1,1226,US,CLT,MYR,156,N
793,c-11,c-12,c-7,949,UA,SFO,IAD,2419,N
794,c-4,c-28,c-4,1759,US,LGA,BOS,185,N
795,c-5,c-1,c-7,1907,MQ,DFW,CLT,936,N
796,c-1,c-4,c-2,2052,WN,BHM,MSY,321,N
797,c-2,c-25,c-5,1839,DL,GSO,ATL,306,N
798,c-7,c-25,c-1,812,OO,SLC,IDA,188,N
799,c-8,c-21,c-7,1129,HP,ATL,PHX,1587,N
800,c-7,c-11,c-1,1738,WN,PDX,PHX,1009,Y
801,c-4,c-8,c-6,1033,XE,BWI,EWR,169,N
802,c-12,c-16,c-5,1308,CO,IAH,ATL,689,N
803,c-9,c-5,c-1,1041,DL,MCO,ATL,403,N
804,c-3,c-22,c-2,1139,UA,DCA,ORD,612,N
805,c-7,c-10,c-7,1143,AA,DFW,ABQ,569,N
806,c-2,c-22,c-2,925,WN,BWI,MHT,377,N
807,c-6,c-22,c-4,2034,US,PHL,CLT,448,N
808,c-10,c-3,c-2,1851,AA,SFO,LAX,337,N
809,c-3,c-31,c-4,1405,WN,MCO,SDF,718,N
810,c-8,c-30,c-2,559,AA,ORD,LGA,733,N
811,c-9,c-13,c-3,1847,XE,LFT,IAH,201,N
812,c-5,c-23,c-2,849,NW,DTW,MBS,98,N
813,c-7,c-27,c-4,1248,OO,SNA,SFO,372,N
814,c-11,c-23,c-4,1850,UA,BOS,IAD,413,N
815,c-3,c-27,c-7,1121,DL,SLC,HNL,2994,N
816,c-9,c-17,c-6,943,AA,SAT,DFW,247,N
817,c-10,c-3,c-1,1225,HA,ITO,HNL,216,N
818,c-5,c-1,c-1,1805,WN,ONT,PHX,325,N
819,c-5,c-9,c-1,2019,HP,LAS,SEA,866,N
820,c-10,c-4,c-2,1029,UA,DEN,EWR,1605,N
821,c-4,c-29,c-5,1501,EV,TRI,ATL,227,N
822,c-6,c-24,c-6,1923,YV,ORD,AVP,631,N
823,c-9,c-28,c-4,1725,MQ,VPS,DFW,626,N
824,c-2,c-2,c-3,25,B6,SMF,JFK,2521,N
825,c-1,c-20,c-4,825,WN,TUS,SAN,367,N
826,c-6,c-21,c-3,1545,MQ,ORD,EVV,273,N
827,c-2,c-19,c-6,1049,HA,HNL,LIH,102,N
828,c-6,c-11,c-6,825,DH,IAD,ALB,325,N
829,c-12,c-14,c-3,2039,DL,ATL,SNA,1919,N
830,c-12,c-25,c-7,1722,DL,ATL,STL,483,N
831,c-2,c-2,c-4,1236,WN,MSY,MCO,550,Y
832,c-11,c-7,c-2,1939,DL,ATL,OKC,761,Y
833,c-4,c-16,c-7,1730,OH,CVG,AZO,225,N
834,c-2,c-22,c-3,1800,EV,EVV,ATL,350,Y
835,c-2,c-24,c-5,1940,DL,MSY,ATL,425,N
836,c-3,c-13,c-7,1609,US,PHX,CLT,1774,N
837,c-6,c-2,c-5,2149,DL,ATL,DFW,732,Y
838,c-4,c-23,c-6,1230,WN,BUR,SJC,296,N
839,c-11,c-17,c-5,1539,OO,DEN,RAP,301,N
840,c-1,c-4,c-3,914,MQ,DFW,JAN,408,N
841,c-8,c-6,c-6,1028,HP,PHX,PDX,1009,Y
842,c-10,c-31,c-2,800,OO,ACV,CEC,56,N
843,c-11,c-28,c-2,2011,WN,BHM,TPA,460,N
844,c-4,c-25,c-1,2212,B6,SAN,JFK,2446,N
845,c-5,c-4,c-4,2036,XE,CLE,MSP,622,N
846,c-5,c-2,c-2,955,WN,BHM,BNA,177,N
847,c-2,c-7,c-2,1710,AS,ADQ,ANC,252,Y
848,c-6,c-26,c-7,742,UA,IAD,LAX,2288,Y
849,c-2,c-3,c-5,1705,OO,FAT,SLC,501,N
850,c-6,c-24,c-5,839,MQ,DFW,HOU,247,N
851,c-7,c-12,c-2,1140,OO,DEN,MFR,964,N
852,c-11,c-22,c-3,1057,UA,BOS,DEN,1754,N
853,c-11,c-13,c-7,830,WN,BUF,BWI,281,N
854,c-4,c-6,c-4,1847,UA,DEN,FLL,1703,Y
855,c-10,c-6,c-5,746,XE,MSN,CLE,402,N
856,c-4,c-28,c-5,2000,EV,ATL,MLU,448,N
857,c-9,c-1,c-4,559,OH,PIT,CVG,256,N
858,c-4,c-14,c-4,2035,AA,ORD,PHX,1440,N
859,c-11,c-7,c-2,940,YV,ORD,CAK,344,Y
860,c-12,c-15,c-4,1156,UA,FLL,ORD,1182,Y
861,c-10,c-24,c-2,1949,OO,DEN,AUS,775,N
862,c-3,c-3,c-4,1336,MQ,ORD,CMI,135,N
863,c-6,c-12,c-7,805,WN,HOU,MSY,303,N
864,c-4,c-4,c-2,926,UA,LAS,SFO,414,Y
